dealer_id,dealer_state,region,model,variant,sales_date,sales_unit,launch_date,discontinued_date,sale_price,msrp_inr,finance_flag,fuel_type,transmission,body_type,is_discontinued,sales_month,months_on_market,months_since_discontinued,year_month
309,Maharashtra,Central,Tiago EV,Premium,2005-04-24,5,2000-07-01,,2574696,2721609,1,Electric,Manual,Hatchback,0,2005-04,57,0,2005-04
812,Rajasthan,West,Altroz,Pro,2005-04-27,1,1998-02-01,,2415018,2371542,1,Petrol,Automatic,Hatchback,0,2005-04,86,0,2005-04
736,Kerala,Central,Hexa,XT,2005-05-02,1,1998-08-15,,1237587,1272517,1,Petrol,Automatic,SUV,0,2005-05,81,0,2005-05
933,Andhra Pradesh,North,Punch,Pro,2005-05-02,1,2002-09-10,,649721,712393,1,Electric,Manual,Hatchback,0,2005-05,32,0,2005-05
721,Maharashtra,North,Punch,Adventure,2005-05-10,1,2005-06-14,,618587,740940,0,Electric,AMT,Hatchback,0,2005-05,0,0,2005-05
517,Punjab,North,Punch,Gold,2005-05-11,1,1997-05-19,,677920,734989,0,Diesel,Manual,Hatchback,0,2005-05,96,0,2005-05
875,Rajasthan,West,Tigor,Sport,2005-05-11,1,1999-04-23,,1743939,2080816,1,Petrol,Manual,Sedan,0,2005-05,73,0,2005-05
279,Punjab,East,Indica,Smart,2005-05-13,1,2000-02-26,,1129433,1245366,1,Electric,Manual,Hatchback,0,2005-05,63,0,2005-05
548,Maharashtra,West,Punch,Sport,2005-05-15,2,2003-01-22,,588554,705721,1,Petrol,Automatic,Hatchback,0,2005-05,28,0,2005-05
313,Rajasthan,West,Tiago,Luxury,2005-05-18,1,1998-11-10,,638320,644265,0,Diesel,Manual,Hatchback,0,2005-05,78,0,2005-05
211,Tamil Nadu,East,Harrier,Pure,2005-05-19,10,2000-08-29,,1559092,1920055,1,Petrol,Manual,SUV,0,2005-05,57,0,2005-05
32,Rajasthan,East,Zest,XZ,2005-05-26,1,1998-12-28,,1466003,1696081,1,Hybrid,Automatic,Sedan,0,2005-05,77,0,2005-05
180,Telangana,South,Bolt,Prime,2005-05-30,20,2005-09-08,,678941,809362,1,Petrol,Manual,Hatchback,0,2005-05,0,0,2005-05
787,Bihar,North,Curvv,Signature,2005-05-30,1,2000-03-28,,2278700,2417859,1,Petrol,Automatic,SUV,0,2005-05,62,0,2005-05
231,Rajasthan,South,Curvv,Adventure,2005-05-31,1,2001-08-06,,2057406,2169057,0,Diesel,Manual,SUV,0,2005-05,45,0,2005-05
577,Punjab,East,Bolt,XT,2005-06-01,1,2001-07-10,,879895,964634,0,Petrol,Manual,Hatchback,0,2005-06,47,0,2005-06
459,Tamil Nadu,North,Harrier,Pro,2005-06-03,1,2000-01-22,,1874180,1868126,0,Petrol,Manual,SUV,0,2005-06,65,0,2005-06
511,Odisha,Central,Harrier,Adventure,2005-06-06,1,2002-11-01,,1537961,1815351,1,Diesel,Manual,SUV,0,2005-06,31,0,2005-06
620,Kerala,North,Nano,Sport,2005-06-08,1,1995-06-23,2003-03-04,996159,1159339,0,Electric,Manual,Hatchback,1,2005-06,120,27,2005-06
139,Madhya Pradesh,South,Zest,XE,2005-06-09,1,1995-06-23,,1457678,1498099,0,Petrol,Automatic,Sedan,0,2005-06,120,0,2005-06
491,Telangana,North,Safari Storme,Creative,2005-06-09,2,1996-07-17,,229264,256130,0,Petrol,Manual,SUV,0,2005-06,107,0,2005-06
957,Delhi,East,Safari,Signature,2005-06-09,1,1996-12-23,,2559038,2921929,0,Diesel,Manual,SUV,0,2005-06,102,0,2005-06
57,Delhi,South,Altroz,XE,2005-06-10,1,1996-09-29,,2047926,2107234,1,Diesel,Manual,Hatchback,0,2005-06,105,0,2005-06
321,Rajasthan,East,Punch,Smart,2005-06-11,1,1996-10-17,2000-10-15,577212,645560,1,Diesel,Manual,Hatchback,1,2005-06,104,56,2005-06
671,Punjab,East,Tiago EV,Premium,2005-06-17,1,2003-01-10,,1847258,2219305,0,Electric,Manual,Hatchback,0,2005-06,29,0,2005-06
549,West Bengal,West,Safari,Premium,2005-06-17,1,2002-10-14,,2572031,2734680,0,Electric,Manual,SUV,0,2005-06,32,0,2005-06
433,Maharashtra,East,Harrier,Pure,2005-06-17,1,1999-08-04,,1665073,1785460,1,Diesel,Manual,SUV,0,2005-06,70,0,2005-06
275,Punjab,North,Tiago,Prime,2005-06-17,1,1999-11-21,,563705,655252,1,Diesel,Manual,Hatchback,0,2005-06,67,0,2005-06
554,Andhra Pradesh,East,Hexa,XT,2005-06-21,1,2001-06-26,,916917,1117664,1,Electric,Manual,SUV,0,2005-06,48,0,2005-06
674,Telangana,North,Bolt,Pure,2005-06-28,1,1997-05-11,,1031783,1019678,0,CNG,Manual,Hatchback,0,2005-06,97,0,2005-06
159,Karnataka,Central,Harrier,Creative,2005-07-06,1,1996-05-16,,1598552,1703069,1,Petrol,Manual,SUV,0,2005-07,110,0,2005-07
178,West Bengal,West,Nexon,Smart,2005-07-06,1,1996-09-22,,1773104,2102202,1,Diesel,Manual,SUV,0,2005-07,106,0,2005-07
71,Punjab,South,Nexon EV,Adventure,2005-07-07,2,2001-11-14,,2763360,3139604,1,Electric,Manual,Hatchback,0,2005-07,44,0,2005-07
424,Madhya Pradesh,South,Punch,Platinum,2005-07-07,1,1999-10-27,,668286,676883,1,Electric,Automatic,Hatchback,0,2005-07,69,0,2005-07
598,Karnataka,South,Curvv,Signature,2005-07-08,1,1997-01-30,,2382556,2697332,1,Diesel,Manual,SUV,0,2005-07,102,0,2005-07
372,Andhra Pradesh,South,Punch,Prime,2005-07-08,1,2004-02-02,,682673,817045,1,Electric,Automatic,Hatchback,0,2005-07,17,0,2005-07
828,Odisha,Central,Harrier,XZ,2005-07-10,1,2001-11-01,,1932633,2062898,0,Petrol,Manual,SUV,0,2005-07,44,0,2005-07
87,Kerala,North,Indigo,Smart,2005-07-18,1,1997-04-16,,1679776,1812473,0,Diesel,Automatic,Sedan,0,2005-07,99,0,2005-07
272,Karnataka,East,Tiago EV,Creative,2005-07-19,1,2001-11-17,,2193083,2333306,1,Electric,Manual,Hatchback,0,2005-07,44,0,2005-07
155,Rajasthan,West,Bolt,Sport,2005-07-28,1,1999-12-14,,846455,832486,1,Petrol,Manual,Hatchback,0,2005-07,67,0,2005-07
450,West Bengal,East,Safari,XZ,2005-08-04,1,1995-04-04,,2261466,2712533,1,Petrol,Automatic,SUV,0,2005-08,124,0,2005-08
598,Delhi,West,Safari Storme,Prime,2005-08-05,1,2000-07-29,,254318,304513,1,Diesel,Manual,SUV,0,2005-08,61,0,2005-08
191,Bihar,North,Tiago EV,Pro,2005-08-14,1,1997-10-02,,1973664,2239325,0,Electric,AMT,Hatchback,0,2005-08,94,0,2005-08
797,Kerala,West,Safari Storme,Prime,2005-08-15,1,2001-04-12,,279188,279216,1,Diesel,Manual,SUV,0,2005-08,52,0,2005-08
717,Punjab,South,Tiago EV,Signature,2005-08-15,5,1997-01-10,,2120582,2495865,0,Electric,Manual,Hatchback,0,2005-08,103,0,2005-08
424,Tamil Nadu,West,Indica,XZ,2005-08-16,1,2004-05-30,,1033678,1290736,1,Petrol,Manual,Hatchback,0,2005-08,15,0,2005-08
982,Uttar Pradesh,West,Tiago EV,Premium,2005-08-18,1,1998-02-09,,2312832,2308447,1,Electric,Manual,Hatchback,0,2005-08,90,0,2005-08
658,Maharashtra,Central,Harrier,XT,2005-08-19,1,1998-06-06,,1933529,1973131,1,Petrol,Manual,SUV,0,2005-08,86,0,2005-08
479,Madhya Pradesh,West,Safari Storme,Premium,2005-08-19,1,1996-06-05,,234884,265897,1,Electric,Automatic,SUV,0,2005-08,110,0,2005-08
119,West Bengal,North,Nexon,XZ(O),2005-08-22,3,1998-12-26,,2068051,2334364,0,Petrol,CVT,SUV,0,2005-08,80,0,2005-08
622,Odisha,North,Nexon,Smart,2005-08-26,1,2003-08-04,,1810974,2227914,0,Diesel,Manual,SUV,0,2005-08,24,0,2005-08
705,Odisha,Central,Zest,Pure,2005-08-30,1,2000-03-24,,1505012,1759991,1,Diesel,Automatic,Sedan,0,2005-08,65,0,2005-08
428,West Bengal,South,Tigor,Gold,2005-09-02,1,1999-05-08,,1717027,1696104,0,Petrol,Automatic,Sedan,0,2005-09,76,0,2005-09
532,Telangana,Central,Safari,Gold,2005-09-03,1,1997-09-25,,2062049,2356401,1,Electric,Automatic,SUV,0,2005-09,96,0,2005-09
93,Bihar,South,Tigor,XM,2005-09-05,1,1996-02-25,,1570797,1746332,1,Diesel,Manual,Sedan,0,2005-09,115,0,2005-09
604,Kerala,West,Nexon EV,Creative,2005-09-08,1,2002-04-04,,2073926,2428433,0,Electric,AMT,Hatchback,0,2005-09,41,0,2005-09
298,Karnataka,North,Tigor EV,Gold,2005-09-09,1,2000-08-15,,1139931,1326307,0,Electric,AMT,Hatchback,0,2005-09,61,0,2005-09
480,Andhra Pradesh,West,Tiago,XE,2005-09-09,2,2002-02-15,,589075,653330,1,Diesel,CVT,Hatchback,0,2005-09,43,0,2005-09
921,Rajasthan,West,Tigor,XM,2005-09-10,1,1996-12-04,,1626280,1918728,1,Diesel,Automatic,Sedan,0,2005-09,105,0,2005-09
330,Uttar Pradesh,Central,Safari,Signature,2005-09-10,10,1996-04-21,,2376471,2505214,0,Petrol,Manual,SUV,0,2005-09,113,0,2005-09
131,Bihar,North,Nano,Signature,2005-09-11,2,1999-11-09,,1136210,1300797,1,Diesel,Manual,Hatchback,0,2005-09,70,0,2005-09
744,Karnataka,Central,Harrier,Gold,2005-09-12,1,1997-06-29,,1336812,1506821,1,Diesel,Automatic,SUV,0,2005-09,99,0,2005-09
299,West Bengal,East,Tigor EV,Premium,2005-09-12,1,2000-05-15,,1546852,1662404,0,Electric,Manual,Hatchback,0,2005-09,64,0,2005-09
95,West Bengal,North,Hexa,Platinum,2005-09-15,1,1995-12-13,,1008578,1064306,0,Diesel,Manual,SUV,0,2005-09,117,0,2005-09
757,Uttar Pradesh,North,Punch,Pro,2005-09-15,1,1996-08-25,,656692,768288,1,Petrol,Manual,Hatchback,0,2005-09,109,0,2005-09
763,Maharashtra,Central,Curvv,Prime,2005-09-18,1,1999-06-18,,2193005,2508823,1,Petrol,Manual,SUV,0,2005-09,75,0,2005-09
216,Rajasthan,Central,Nexon,Gold,2005-09-18,1,2002-02-11,,2003861,2194553,1,Petrol,Manual,SUV,0,2005-09,43,0,2005-09
606,Gujarat,East,Zest,XZ(O),2005-09-18,1,1998-04-16,,1403021,1495051,1,CNG,Manual,Sedan,0,2005-09,89,0,2005-09
294,Tamil Nadu,North,Tigor,Premium,2005-09-19,1,2002-05-09,,2086705,2293430,0,Diesel,Manual,Sedan,0,2005-09,40,0,2005-09
735,Maharashtra,North,Tiago,Pro,2005-09-20,1,2001-12-13,,525026,653990,1,Diesel,Manual,Hatchback,0,2005-09,45,0,2005-09
377,Odisha,South,Tigor,Prime,2005-09-20,20,1998-06-22,,1918417,2148301,0,Petrol,AMT,Sedan,0,2005-09,87,0,2005-09
518,Uttar Pradesh,North,Punch,Smart,2005-09-25,1,1998-09-06,,677046,768932,0,Electric,Manual,Hatchback,0,2005-09,84,0,2005-09
126,Karnataka,Central,Nexon,Creative,2005-09-26,1,1997-07-01,,1606120,1849933,1,Electric,AMT,SUV,0,2005-09,98,0,2005-09
232,Delhi,South,Curvv,XM,2005-09-27,1,2003-09-30,,1820430,2007360,1,Petrol,Manual,SUV,0,2005-09,24,0,2005-09
814,Maharashtra,North,Nexon,Gold,2005-09-27,1,1996-05-17,,2122749,2245369,1,Hybrid,Automatic,SUV,0,2005-09,112,0,2005-09
174,Telangana,West,Tigor,Signature,2005-09-30,1,1998-02-25,,2012406,2224303,1,Petrol,Manual,Sedan,0,2005-09,91,0,2005-09
415,Kerala,North,Altroz,Premium,2005-10-03,1,2001-11-17,,2327217,2535380,1,CNG,Manual,Hatchback,0,2005-10,47,0,2005-10
175,Maharashtra,North,Zest,Pure,2005-10-04,1,1999-03-06,,1256778,1543476,1,Diesel,Manual,Sedan,0,2005-10,79,0,2005-10
662,Madhya Pradesh,East,Tiago EV,XZ,2005-10-08,1,1996-01-22,,1945005,2307838,1,Electric,Manual,Hatchback,0,2005-10,117,0,2005-10
545,Odisha,South,Hexa,Pro,2005-10-13,1,2001-02-05,,1030609,1152835,0,Diesel,Manual,SUV,0,2005-10,56,0,2005-10
297,Uttar Pradesh,Central,Indica,Premium,2005-10-19,1,1999-11-19,,1078787,1285000,1,Petrol,Manual,Hatchback,0,2005-10,71,0,2005-10
304,Gujarat,Central,Indica,Smart,2005-10-19,1,2000-04-30,,1153780,1242066,1,Diesel,Automatic,Hatchback,0,2005-10,66,0,2005-10
355,Telangana,Central,Nano,XZ,2005-10-21,1,1999-01-05,,1115228,1153397,0,Diesel,Manual,Hatchback,0,2005-10,81,0,2005-10
859,Delhi,Central,Tigor EV,XT,2005-10-26,10,1997-10-08,,1357132,1442094,0,Electric,Manual,Hatchback,0,2005-10,96,0,2005-10
222,Rajasthan,West,Safari Storme,XT,2005-10-27,1,2001-08-09,,277604,272442,1,Diesel,Manual,SUV,0,2005-10,50,0,2005-10
687,Uttar Pradesh,South,Nexon EV,XE,2005-10-28,1,1998-12-19,2000-11-26,2544342,2591799,1,Electric,Automatic,Hatchback,1,2005-10,82,59,2005-10
991,Punjab,Central,Nano,Gold,2005-10-30,1,1995-08-28,,1034665,1058908,0,Hybrid,Manual,Hatchback,0,2005-10,122,0,2005-10
133,Maharashtra,South,Nexon EV,Luxury,2005-10-30,1,1996-08-28,,2710985,3162055,0,Electric,Automatic,Hatchback,0,2005-10,110,0,2005-10
159,Delhi,North,Punch,XZ(O),2005-10-31,1,2002-09-01,,655573,795939,1,Hybrid,Manual,Hatchback,0,2005-10,37,0,2005-10
291,Uttar Pradesh,West,Bolt,XZ(O),2005-11-01,1,1995-08-31,,897524,893378,0,Hybrid,Automatic,Hatchback,0,2005-11,123,0,2005-11
734,Tamil Nadu,North,Tiago,Platinum,2005-11-02,1,2000-06-17,,631102,623891,0,Petrol,Manual,Hatchback,0,2005-11,65,0,2005-11
740,West Bengal,West,Tigor,XZ(O),2005-11-02,4,2002-02-03,,1684044,1901340,1,Electric,AMT,Sedan,0,2005-11,45,0,2005-11
344,Kerala,North,Nano,Premium,2005-11-04,1,2003-03-12,,1040185,1234876,1,Petrol,Manual,Hatchback,0,2005-11,32,0,2005-11
345,Telangana,West,Nano,XZ(O),2005-11-05,1,2003-08-24,,1151213,1329162,1,CNG,Manual,Hatchback,0,2005-11,27,0,2005-11
165,Karnataka,North,Safari Storme,Platinum,2005-11-08,1,2000-12-05,,241583,253399,1,Petrol,Automatic,SUV,0,2005-11,59,0,2005-11
245,Uttar Pradesh,North,Nexon,XT,2005-11-11,1,2004-03-12,,2121503,2082487,1,Petrol,Manual,SUV,0,2005-11,20,0,2005-11
738,Tamil Nadu,West,Altroz,Premium,2005-11-12,1,1995-11-28,,2381308,2568741,1,Electric,Automatic,Hatchback,0,2005-11,120,0,2005-11
171,Rajasthan,East,Altroz,Creative,2005-11-15,1,1998-11-17,,1831612,2144969,1,Electric,Manual,Hatchback,0,2005-11,84,0,2005-11
920,Kerala,Central,Zest,Pure,2005-11-17,1,1997-06-23,,1485813,1746189,1,CNG,Manual,Sedan,0,2005-11,101,0,2005-11
361,Maharashtra,North,Indica,XZ,2005-11-17,1,1997-08-21,,1130021,1260213,1,Diesel,Automatic,Hatchback,0,2005-11,99,0,2005-11
533,Rajasthan,North,Tigor EV,Adventure,2005-11-19,2,1999-02-26,2000-05-20,1474057,1484773,1,Electric,Automatic,Hatchback,1,2005-11,81,66,2005-11
626,Kerala,North,Altroz,Pro,2005-11-22,1,1998-03-03,,2170757,2554047,1,Electric,Manual,Hatchback,0,2005-11,92,0,2005-11
789,Uttar Pradesh,Central,Tigor EV,Adventure,2005-11-25,1,1998-05-30,,1266041,1437791,0,Electric,Automatic,Hatchback,0,2005-11,90,0,2005-11
620,Delhi,North,Zest,XZ(O),2005-11-25,1,2005-02-11,,1451029,1541677,1,Petrol,Manual,Sedan,0,2005-11,9,0,2005-11
941,Odisha,East,Harrier,XZ,2005-11-25,1,1999-01-15,,1675649,1821423,1,CNG,AMT,SUV,0,2005-11,82,0,2005-11
473,Kerala,East,Safari Storme,Pro,2005-11-25,1,1998-01-05,,262449,305223,0,Petrol,Manual,SUV,0,2005-11,94,0,2005-11
238,Gujarat,South,Tigor EV,Premium,2005-11-29,1,1999-04-13,,1466514,1766711,0,Electric,Automatic,Hatchback,0,2005-11,79,0,2005-11
369,Punjab,North,Zest,Prime,2005-12-09,1,1995-06-10,,1427173,1529607,0,Hybrid,Manual,Sedan,0,2005-12,126,0,2005-12
613,Uttar Pradesh,North,Punch,XZ,2005-12-10,1,1998-04-26,,839185,825003,0,Diesel,Automatic,Hatchback,0,2005-12,92,0,2005-12
386,Gujarat,Central,Safari,Creative,2005-12-12,1,2003-07-17,,2329072,2372607,1,Diesel,Automatic,SUV,0,2005-12,29,0,2005-12
428,West Bengal,North,Nexon EV,Gold,2005-12-13,10,1995-12-31,,2512725,2746566,1,Electric,Manual,Hatchback,0,2005-12,120,0,2005-12
914,Tamil Nadu,North,Curvv,Pure,2005-12-14,5,2003-02-15,,2039402,2481152,0,Diesel,AMT,SUV,0,2005-12,34,0,2005-12
4,Punjab,East,Nexon,Signature,2005-12-15,1,2000-05-24,,2670320,2659305,1,CNG,Manual,SUV,0,2005-12,67,0,2005-12
372,Punjab,Central,Indica,XZ,2005-12-16,1,2002-07-15,,1166480,1199122,0,Electric,Manual,Hatchback,0,2005-12,41,0,2005-12
878,Odisha,West,Altroz,Pure,2005-12-24,1,2002-04-17,,2331010,2433564,1,Petrol,AMT,Hatchback,0,2005-12,44,0,2005-12
344,Delhi,West,Punch,Premium,2005-12-24,1,1996-12-28,,846742,851922,0,Diesel,AMT,Hatchback,0,2005-12,108,0,2005-12
700,Delhi,Central,Punch,Gold,2005-12-24,1,2002-08-14,,714497,720353,0,Petrol,Automatic,Hatchback,0,2005-12,40,0,2005-12
70,Andhra Pradesh,South,Tiago EV,Sport,2005-12-25,3,2000-03-07,,2171677,2145085,1,Electric,Automatic,Hatchback,0,2005-12,69,0,2005-12
284,Odisha,South,Tigor EV,Premium,2005-12-27,1,1996-11-21,,1536216,1774828,1,Electric,Manual,Hatchback,0,2005-12,109,0,2005-12
647,Telangana,South,Nexon,Smart,2005-12-28,1,1995-06-06,,2004877,2108805,1,Electric,Manual,SUV,0,2005-12,126,0,2005-12
266,Telangana,East,Tigor,XZ,2005-12-29,1,1996-02-07,,2151952,2186476,0,Diesel,Automatic,Sedan,0,2005-12,118,0,2005-12
935,Madhya Pradesh,North,Curvv,XT,2005-12-29,1,2001-05-28,,2006228,2435586,1,Diesel,Manual,SUV,0,2005-12,55,0,2005-12
114,Rajasthan,Central,Hexa,XZ(O),2005-12-30,1,1998-07-14,,1207926,1354625,1,Diesel,AMT,SUV,0,2005-12,89,0,2005-12
475,Uttar Pradesh,West,Indica,Smart,2005-12-31,5,1996-01-28,,832161,1035178,1,Petrol,Automatic,Hatchback,0,2005-12,119,0,2005-12
975,Tamil Nadu,East,Indica,Gold,2006-01-02,1,2000-10-28,,1091846,1101898,0,Petrol,Automatic,Hatchback,0,2006-01,63,0,2006-01
141,Gujarat,East,Indica,XZ,2006-01-07,1,2001-10-30,,1113158,1280078,0,Petrol,Manual,Hatchback,0,2006-01,51,0,2006-01
386,Andhra Pradesh,East,Nexon EV,Luxury,2006-01-07,4,1996-02-12,1999-12-17,3019128,3418824,1,Electric,Automatic,Hatchback,1,2006-01,119,73,2006-01
558,Uttar Pradesh,West,Bolt,Platinum,2006-01-08,1,1996-06-12,,805016,864348,1,Hybrid,Manual,Hatchback,0,2006-01,115,0,2006-01
5,Punjab,North,Safari Storme,Sport,2006-01-09,1,1998-10-09,,311444,305669,0,Diesel,Manual,SUV,0,2006-01,87,0,2006-01
90,Karnataka,East,Harrier,Premium,2006-01-09,1,1997-05-07,,1857634,2120280,1,Electric,AMT,SUV,0,2006-01,104,0,2006-01
166,Delhi,South,Curvv,Luxury,2006-01-11,1,2000-10-19,,2256140,2413345,1,Diesel,CVT,SUV,0,2006-01,63,0,2006-01
601,Punjab,North,Nexon EV,Pro,2006-01-12,1,2000-12-08,,2702234,3187210,1,Electric,AMT,Hatchback,0,2006-01,61,0,2006-01
665,Andhra Pradesh,Central,Nexon EV,Adventure,2006-01-12,1,2002-08-13,,2488663,2674146,1,Electric,AMT,Hatchback,0,2006-01,41,0,2006-01
144,Andhra Pradesh,Central,Zest,Creative,2006-01-13,4,2004-05-22,,1255680,1514002,1,Petrol,Manual,Sedan,0,2006-01,20,0,2006-01
308,Madhya Pradesh,East,Tiago EV,Premium,2006-01-13,1,1999-09-13,,2125023,2315932,0,Electric,Manual,Hatchback,0,2006-01,76,0,2006-01
883,Telangana,West,Harrier,Premium,2006-01-15,1,1995-09-18,,1844498,1919505,1,Diesel,Manual,SUV,0,2006-01,124,0,2006-01
232,Andhra Pradesh,West,Nexon,Adventure,2006-01-22,1,2002-10-21,,1970909,2338309,1,Electric,Manual,SUV,0,2006-01,39,0,2006-01
379,Gujarat,North,Tigor,Pure,2006-01-23,1,1997-12-25,,1935910,1962179,1,Diesel,Manual,Sedan,0,2006-01,97,0,2006-01
201,Punjab,East,Tigor,Platinum,2006-01-24,1,2003-10-27,,1590573,1871304,1,Petrol,Manual,Sedan,0,2006-01,27,0,2006-01
759,Punjab,East,Bolt,Adventure,2006-01-25,10,2001-05-06,,729815,864922,1,Petrol,Manual,Hatchback,0,2006-01,56,0,2006-01
806,West Bengal,Central,Safari,XT,2006-01-25,1,2002-08-29,,2529088,2566404,1,CNG,Manual,SUV,0,2006-01,41,0,2006-01
735,Delhi,North,Altroz,Pro,2006-01-27,1,2000-10-21,,2482502,2517204,1,Petrol,Automatic,Hatchback,0,2006-01,63,0,2006-01
33,West Bengal,West,Safari Storme,Pro,2006-01-28,1,1995-03-05,,291488,315034,0,Petrol,Manual,SUV,0,2006-01,130,0,2006-01
62,Punjab,North,Zest,Prime,2006-01-30,1,2002-08-07,,1474462,1538556,1,Petrol,Manual,Sedan,0,2006-01,41,0,2006-01
271,Rajasthan,South,Tiago,Prime,2006-01-30,1,1998-04-15,,577086,640915,1,Electric,Automatic,Hatchback,0,2006-01,93,0,2006-01
170,Delhi,North,Nexon EV,XT,2006-01-30,2,1998-02-04,2005-06-20,2371169,2703680,1,Electric,Manual,Hatchback,1,2006-01,95,7,2006-01
650,West Bengal,South,Safari,XZ,2006-02-03,3,1997-10-31,,2243244,2375155,1,Diesel,Manual,SUV,0,2006-02,100,0,2006-02
788,Tamil Nadu,Central,Indica,Pro,2006-02-05,1,2000-11-01,,1127473,1314162,0,Diesel,AMT,Hatchback,0,2006-02,63,0,2006-02
483,Delhi,North,Harrier,Smart,2006-02-07,1,1995-01-11,1999-08-29,1590025,1760146,1,CNG,Manual,SUV,1,2006-02,133,78,2006-02
554,Andhra Pradesh,North,Tiago EV,XZ,2006-02-07,1,1997-10-06,,2309241,2276562,0,Electric,Manual,Hatchback,0,2006-02,100,0,2006-02
644,Karnataka,South,Bolt,Pro,2006-02-08,1,2004-10-26,,779706,835351,0,Diesel,Manual,Hatchback,0,2006-02,16,0,2006-02
699,Bihar,Central,Bolt,Smart,2006-02-10,1,1999-10-24,,838630,833621,1,Diesel,Manual,Hatchback,0,2006-02,76,0,2006-02
224,Rajasthan,West,Tigor,Platinum,2006-02-12,1,1996-09-16,,1726587,1796794,0,Petrol,Manual,Sedan,0,2006-02,113,0,2006-02
443,Odisha,Central,Punch,Sport,2006-02-16,1,1998-06-19,,797870,783782,0,Petrol,Manual,Hatchback,0,2006-02,92,0,2006-02
781,Odisha,South,Tigor,XZ,2006-02-16,5,1996-09-01,,2098222,2218660,0,Petrol,Manual,Sedan,0,2006-02,113,0,2006-02
617,Rajasthan,East,Nexon,XT,2006-02-21,1,1995-05-13,,2048707,2399416,0,Diesel,Automatic,SUV,0,2006-02,129,0,2006-02
199,Kerala,East,Zest,Pure,2006-02-24,1,1995-12-16,,1437645,1668422,1,Petrol,Manual,Sedan,0,2006-02,122,0,2006-02
141,Telangana,South,Nexon EV,Signature,2006-02-24,1,1998-01-06,,2923534,3308696,1,Electric,Automatic,Hatchback,0,2006-02,97,0,2006-02
749,Delhi,East,Indigo,Adventure,2006-02-24,1,2000-02-27,,1931166,2085436,1,Petrol,CVT,Sedan,0,2006-02,72,0,2006-02
702,Rajasthan,East,Indigo,Premium,2006-02-25,1,1999-01-11,,1922786,2003768,1,Electric,Automatic,Sedan,0,2006-02,85,0,2006-02
405,Telangana,South,Safari Storme,Platinum,2006-02-26,4,2000-06-15,,274561,277933,1,Petrol,Automatic,SUV,0,2006-02,68,0,2006-02
199,Bihar,South,Altroz,XT,2006-02-26,1,2005-05-20,,2319159,2373208,1,Petrol,Manual,Hatchback,0,2006-02,9,0,2006-02
304,Tamil Nadu,West,Indica,Prime,2006-02-28,1,1995-04-19,,1029899,1281852,1,Electric,Manual,Hatchback,0,2006-02,130,0,2006-02
623,Maharashtra,Central,Zest,Sport,2006-02-28,1,2006-01-16,,1510916,1676117,0,Petrol,Manual,Sedan,0,2006-02,1,0,2006-02
120,Punjab,West,Harrier,Adventure,2006-03-01,5,2000-02-03,,1543915,1899391,1,Electric,CVT,SUV,0,2006-03,73,0,2006-03
216,Andhra Pradesh,West,Tiago,XZ(O),2006-03-04,1,2000-02-03,,695242,683280,0,Petrol,Manual,Hatchback,0,2006-03,73,0,2006-03
650,Telangana,East,Nano,XT,2006-03-06,10,2005-03-22,,1359796,1355435,1,Diesel,Manual,Hatchback,0,2006-03,12,0,2006-03
26,Punjab,North,Indica,XZ,2006-03-10,1,1999-04-29,,1176321,1197832,1,Diesel,Automatic,Hatchback,0,2006-03,83,0,2006-03
734,Madhya Pradesh,Central,Nexon,Pro,2006-03-11,1,2001-03-13,,1989527,2411288,0,Hybrid,Manual,SUV,0,2006-03,60,0,2006-03
990,Andhra Pradesh,Central,Indigo,Adventure,2006-03-11,1,2000-07-21,,1700435,1809126,1,Petrol,Manual,Sedan,0,2006-03,68,0,2006-03
305,Madhya Pradesh,Central,Punch,Luxury,2006-03-11,1,1998-07-15,,732690,818313,0,Electric,Manual,Hatchback,0,2006-03,92,0,2006-03
405,West Bengal,North,Tiago,Platinum,2006-03-12,1,1997-06-13,,584303,667735,1,Petrol,Manual,Hatchback,0,2006-03,105,0,2006-03
158,Bihar,North,Harrier,XZ,2006-03-13,1,1997-04-10,,1581541,1784458,1,Petrol,Automatic,SUV,0,2006-03,107,0,2006-03
399,Punjab,South,Punch,Luxury,2006-03-17,5,2004-07-28,,794973,852765,1,Petrol,Manual,Hatchback,0,2006-03,20,0,2006-03
550,Kerala,South,Curvv,XE,2006-03-19,1,2003-12-12,,1803586,2220726,1,Petrol,Automatic,SUV,0,2006-03,27,0,2006-03
808,Rajasthan,East,Indigo,Luxury,2006-03-19,5,2005-09-22,,1793692,2160397,0,Petrol,Manual,Sedan,0,2006-03,6,0,2006-03
865,Uttar Pradesh,East,Nexon EV,Adventure,2006-03-22,1,1995-02-13,,2352468,2797963,1,Electric,Manual,Hatchback,0,2006-03,133,0,2006-03
318,Andhra Pradesh,South,Indigo,Signature,2006-03-22,1,1998-10-01,,1745375,2140501,1,Petrol,Manual,Sedan,0,2006-03,89,0,2006-03
416,Tamil Nadu,West,Nexon EV,Smart,2006-03-23,1,1998-08-03,,2684480,2809042,1,Electric,Automatic,Hatchback,0,2006-03,91,0,2006-03
114,Maharashtra,East,Altroz,Pro,2006-03-24,1,1996-01-12,,1868206,2294116,1,Electric,Manual,Hatchback,0,2006-03,122,0,2006-03
