dealer_id,model,variant,year_month,year,month,bookings,cancellations,retail_sales,dealer_requested_qty,allocated_qty,dispatch_qty,in_transit_qty,opening_inventory,closing_inventory,lead_time_days,allocation_policy,panic_order_flag,stockout_flag,enquiries,test_drives,repeat_orders
DLR0004,Nexon,XZ,2023-12,2023,12,32,2,26,30,27,26,2,48,48,15,Priority-Zone,0,0,143,71,2
DLR0004,Nexon,XZ+,2020-01,2020,1,26,1,21,20,18,16,4,10,5,14,Priority-Zone,0,0,111,61,1
DLR0004,Nexon,XZ+,2020-02,2020,2,7,0,6,8,7,6,1,5,5,16,Priority-Zone,0,0,29,11,0
DLR0004,Nexon,XZ+,2020-03,2020,3,16,1,15,22,21,20,2,5,10,19,Priority-Zone,1,0,59,26,1
DLR0004,Nexon,XZ+,2020-04,2020,4,5,1,3,8,7,6,0,10,13,12,Priority-Zone,0,0,23,11,0
DLR0004,Nexon,XZ+,2020-05,2020,5,5,1,3,8,7,6,0,13,16,20,Priority-Zone,0,0,19,9,0
DLR0004,Nexon,XZ+,2020-06,2020,6,6,1,2,5,4,3,0,16,17,14,Priority-Zone,0,0,29,11,0
DLR0004,Nexon,XZ+,2020-07,2020,7,6,1,5,7,6,5,0,17,17,16,Priority-Zone,0,0,25,10,0
DLR0004,Nexon,XZ+,2020-08,2020,8,6,0,7,9,8,7,2,17,17,12,Priority-Zone,0,0,19,11,0
DLR0004,Nexon,XZ+,2020-09,2020,9,11,0,7,8,7,6,0,17,16,15,Priority-Zone,0,0,47,19,0
DLR0004,Nexon,XZ+,2020-10,2020,10,19,2,14,20,18,17,1,16,19,21,Priority-Zone,0,0,69,41,1
DLR0004,Nexon,XZ+,2020-11,2020,11,19,2,17,19,18,16,0,19,18,20,Priority-Zone,0,0,83,37,2
DLR0004,Nexon,XZ+,2020-12,2020,12,19,0,18,20,18,17,2,18,17,19,Priority-Zone,0,0,59,43,2
DLR0004,Nexon,XZ+,2021-01,2021,1,21,2,17,17,16,14,2,17,14,21,Priority-Zone,0,0,70,38,2
DLR0004,Nexon,XZ+,2021-02,2021,2,14,1,14,16,15,14,0,14,14,9,Priority-Zone,0,0,65,28,1
DLR0004,Nexon,XZ+,2021-03,2021,3,22,2,21,25,22,20,3,14,13,21,Priority-Zone,0,0,75,38,1
DLR0004,Nexon,XZ+,2021-04,2021,4,13,1,12,16,15,14,4,13,15,20,Priority-Zone,0,0,60,31,1
DLR0004,Nexon,XZ+,2021-05,2021,5,14,1,10,12,11,10,0,15,15,20,Priority-Zone,0,0,49,28,1
DLR0004,Nexon,XZ+,2021-06,2021,6,19,2,19,21,20,19,0,15,15,18,Priority-Zone,0,0,81,31,0
DLR0004,Nexon,XZ+,2021-07,2021,7,8,0,9,12,11,10,0,15,16,10,Priority-Zone,0,0,35,14,1
DLR0004,Nexon,XZ+,2021-08,2021,8,30,2,29,33,31,29,8,16,16,15,Priority-Zone,0,0,120,47,2
DLR0004,Nexon,XZ+,2021-09,2021,9,3,0,5,8,7,6,1,16,17,15,Priority-Zone,0,0,10,4,0
DLR0004,Nexon,XZ+,2021-10,2021,10,20,1,24,25,22,21,1,17,14,7,Priority-Zone,0,0,68,40,3
DLR0004,Nexon,XZ+,2021-11,2021,11,28,2,29,32,31,29,5,14,14,13,Priority-Zone,0,0,85,51,3
DLR0004,Nexon,XZ+,2021-12,2021,12,14,1,16,17,15,14,2,14,12,8,Priority-Zone,0,0,50,34,2
DLR0004,Nexon,XZ+,2022-01,2022,1,12,1,12,16,14,13,2,12,13,17,Priority-Zone,0,0,51,20,1
DLR0004,Nexon,XZ+,2022-02,2022,2,18,3,21,31,28,27,6,13,19,14,Priority-Zone,0,0,87,41,2
DLR0004,Nexon,XZ+,2022-03,2022,3,25,2,21,22,20,19,3,19,17,8,Priority-Zone,0,0,118,45,1
DLR0004,Nexon,XZ+,2022-04,2022,4,14,1,12,15,14,13,1,17,18,14,Priority-Zone,0,0,63,24,1
DLR0004,Nexon,XZ+,2022-05,2022,5,7,1,9,13,12,11,3,18,20,9,Priority-Zone,0,0,32,17,1
DLR0004,Nexon,XZ+,2022-06,2022,6,5,0,6,9,8,7,1,20,21,7,Priority-Zone,0,0,21,11,0
DLR0004,Nexon,XZ+,2022-07,2022,7,15,0,15,21,19,17,2,21,23,20,Priority-Zone,0,0,52,31,2
DLR0004,Nexon,XZ+,2022-08,2022,8,15,1,16,21,20,19,1,23,26,19,Priority-Zone,0,0,72,32,2
DLR0004,Nexon,XZ+,2022-09,2022,9,22,2,17,21,19,18,0,26,27,11,Priority-Zone,0,0,95,54,2
DLR0004,Nexon,XZ+,2022-10,2022,10,18,1,15,17,15,13,3,27,25,16,Priority-Zone,0,0,74,37,0
DLR0004,Nexon,XZ+,2022-11,2022,11,37,4,35,41,37,36,7,25,26,19,Priority-Zone,0,0,119,59,2
DLR0004,Nexon,XZ+,2022-12,2022,12,23,1,23,26,25,23,0,26,26,10,Priority-Zone,0,0,89,35,3
DLR0004,Nexon,XZ+,2023-01,2023,1,27,2,23,28,27,26,6,26,29,9,Priority-Zone,0,0,105,58,2
DLR0004,Nexon,XZ+,2023-02,2023,2,21,1,17,22,20,19,4,29,31,9,Priority-Zone,0,0,99,45,2
DLR0004,Nexon,XZ+,2023-03,2023,3,27,1,22,28,26,24,4,31,33,7,Priority-Zone,0,0,110,60,2
DLR0004,Nexon,XZ+,2023-04,2023,4,17,1,16,18,17,16,1,33,33,21,Priority-Zone,0,0,63,27,1
DLR0004,Nexon,XZ+,2023-05,2023,5,13,1,9,13,12,11,3,33,35,16,Priority-Zone,0,0,64,31,1
DLR0004,Nexon,XZ+,2023-06,2023,6,18,1,18,22,21,19,4,35,36,19,Priority-Zone,0,0,57,36,2
DLR0004,Nexon,XZ+,2023-07,2023,7,18,1,12,14,13,12,0,36,36,7,Priority-Zone,0,0,69,38,1
DLR0004,Nexon,XZ+,2023-08,2023,8,11,1,11,16,15,13,0,36,38,19,Priority-Zone,0,0,33,16,1
DLR0004,Nexon,XZ+,2023-09,2023,9,16,1,17,21,19,17,4,38,38,13,Priority-Zone,0,0,71,39,1
DLR0004,Nexon,XZ+,2023-10,2023,10,26,1,25,30,27,26,6,38,39,15,Priority-Zone,0,0,125,53,2
DLR0004,Nexon,XZ+,2023-11,2023,11,24,2,21,24,23,21,4,39,39,14,Priority-Zone,0,0,85,49,2
DLR0004,Nexon,XZ+,2023-12,2023,12,43,2,34,37,35,32,5,39,37,13,Priority-Zone,0,0,202,105,4
DLR0004,Nexon,Dark,2020-01,2020,1,13,0,12,14,13,12,4,14,14,14,Priority-Zone,0,0,46,31,0
DLR0004,Nexon,Dark,2020-02,2020,2,6,0,9,7,6,5,0,14,10,13,Priority-Zone,0,0,28,10,0
DLR0004,Nexon,Dark,2020-03,2020,3,16,1,15,17,16,14,3,10,9,8,Priority-Zone,0,0,72,38,1
DLR0004,Nexon,Dark,2020-04,2020,4,10,2,4,8,7,6,1,9,11,17,Priority-Zone,0,0,46,22,0
DLR0004,Nexon,Dark,2020-05,2020,5,1,0,1,5,4,3,0,11,13,10,Priority-Zone,0,0,3,1,0
DLR0004,Nexon,Dark,2020-06,2020,6,0,0,1,0,0,0,0,13,12,12,Priority-Zone,0,0,0,0,0
DLR0004,Nexon,Dark,2020-07,2020,7,5,1,6,5,4,3,0,12,9,16,Priority-Zone,0,0,22,9,0
DLR0004,Nexon,Dark,2020-08,2020,8,7,0,4,4,3,2,0,9,7,10,Priority-Zone,0,0,25,14,0
DLR0004,Nexon,Dark,2020-09,2020,9,9,0,6,6,5,4,0,7,5,13,Priority-Zone,0,0,41,19,0
DLR0004,Nexon,Dark,2020-10,2020,10,37,3,35,59,42,38,2,5,8,20,Priority-Zone,1,0,131,63,2
DLR0004,Nexon,Dark,2020-11,2020,11,17,1,20,31,30,28,3,8,16,11,Priority-Zone,1,0,80,39,1
DLR0004,Nexon,Dark,2020-12,2020,12,6,0,6,6,5,4,0,16,14,15,Priority-Zone,0,0,19,14,0
DLR0004,Nexon,Dark,2021-01,2021,1,16,1,16,19,18,17,2,14,15,9,Priority-Zone,0,0,70,34,1
DLR0004,Nexon,Dark,2021-02,2021,2,4,0,6,4,3,2,0,15,11,10,Priority-Zone,0,0,16,9,0
DLR0004,Nexon,Dark,2021-03,2021,3,24,2,27,43,39,37,10,11,21,19,Priority-Zone,1,0,76,55,3
DLR0004,Nexon,Dark,2021-04,2021,4,6,0,5,3,2,1,0,21,17,20,Priority-Zone,0,0,20,10,0
DLR0004,Nexon,Dark,2021-05,2021,5,36,1,29,35,32,29,5,17,17,17,Priority-Zone,0,0,108,82,3
DLR0004,Nexon,Dark,2021-06,2021,6,46,4,36,40,36,33,5,17,14,18,Priority-Zone,0,0,181,112,2
DLR0004,Nexon,Dark,2021-07,2021,7,16,3,16,23,22,20,0,14,18,18,Priority-Zone,0,0,57,26,1
DLR0004,Nexon,Dark,2021-08,2021,8,24,1,21,25,24,23,6,18,20,7,Priority-Zone,0,0,100,59,1
DLR0004,Nexon,Dark,2021-09,2021,9,35,3,29,36,35,33,7,20,24,19,Priority-Zone,0,0,125,53,3
DLR0004,Nexon,Dark,2021-10,2021,10,21,1,16,24,21,20,6,24,28,15,Priority-Zone,0,0,75,42,1
DLR0004,Nexon,Dark,2021-11,2021,11,37,1,30,37,33,32,4,28,30,21,Priority-Zone,0,0,165,84,3
DLR0004,Nexon,Dark,2021-12,2021,12,4,0,7,6,5,4,0,30,27,7,Priority-Zone,0,0,12,9,0
DLR0004,Nexon,Dark,2022-01,2022,1,11,1,9,10,9,8,2,27,26,17,Priority-Zone,0,0,52,24,1
DLR0004,Nexon,Dark,2022-02,2022,2,20,1,19,20,19,18,5,26,25,14,Priority-Zone,0,0,94,40,1
DLR0004,Nexon,Dark,2022-03,2022,3,52,3,46,54,34,31,7,25,10,8,Priority-Zone,0,0,225,111,5
DLR0004,Nexon,Dark,2022-04,2022,4,0,0,2,3,2,1,0,10,9,21,Priority-Zone,0,0,0,0,0
DLR0004,Nexon,Dark,2022-05,2022,5,21,5,20,36,33,30,9,9,19,16,Priority-Zone,1,0,100,41,1
DLR0004,Nexon,Dark,2022-06,2022,6,13,3,12,17,15,14,3,19,21,13,Priority-Zone,0,0,43,27,0
DLR0004,Nexon,Dark,2022-07,2022,7,22,1,18,22,20,18,1,21,21,10,Priority-Zone,0,0,69,51,2
DLR0004,Nexon,Dark,2022-08,2022,8,32,3,25,28,25,23,6,21,19,10,Priority-Zone,0,0,111,58,2
DLR0004,Nexon,Dark,2022-09,2022,9,17,1,13,12,11,10,2,19,16,18,Priority-Zone,0,0,78,34,1
DLR0004,Nexon,Dark,2022-10,2022,10,11,1,14,15,13,12,2,16,14,21,Priority-Zone,0,0,33,16,1
DLR0004,Nexon,Dark,2022-11,2022,11,44,5,42,63,41,37,8,14,9,19,Priority-Zone,1,0,183,96,6
DLR0004,Nexon,Dark,2022-12,2022,12,4,0,9,9,8,7,0,9,7,15,Priority-Zone,0,0,19,6,0
DLR0004,Nexon,Dark,2023-01,2023,1,11,0,10,10,9,8,2,7,5,8,Priority-Zone,0,0,51,21,0
DLR0004,Nexon,Dark,2023-02,2023,2,17,1,11,16,15,14,1,5,8,11,Priority-Zone,1,0,68,29,0
DLR0004,Nexon,Dark,2023-03,2023,3,45,2,36,61,44,43,14,8,15,14,Priority-Zone,1,0,140,68,4
DLR0004,Nexon,Dark,2023-04,2023,4,23,2,20,25,22,21,4,15,16,18,Priority-Zone,0,0,107,45,1
DLR0004,Nexon,Dark,2023-05,2023,5,14,1,12,16,14,13,4,16,17,19,Priority-Zone,0,0,58,26,0
DLR0004,Nexon,Dark,2023-06,2023,6,13,1,11,17,15,13,0,17,19,17,Priority-Zone,0,0,41,25,1
DLR0004,Nexon,Dark,2023-07,2023,7,10,1,8,6,5,4,0,19,15,8,Priority-Zone,0,0,31,17,0
DLR0004,Nexon,Dark,2023-08,2023,8,33,3,32,50,43,41,4,15,24,12,Priority-Zone,1,0,159,80,4
DLR0004,Nexon,Dark,2023-09,2023,9,10,0,11,13,12,11,1,24,24,15,Priority-Zone,0,0,43,15,1
DLR0004,Nexon,Dark,2023-10,2023,10,23,1,24,27,26,24,6,24,24,14,Priority-Zone,0,0,107,55,2
DLR0004,Nexon,Dark,2023-11,2023,11,25,2,26,29,27,26,5,24,24,19,Priority-Zone,0,0,118,55,3
DLR0004,Nexon,Dark,2023-12,2023,12,14,1,15,21,18,17,1,24,26,12,Priority-Zone,0,0,58,23,2
DLR0004,Tiago,XE,2020-01,2020,1,10,1,11,12,11,10,3,11,10,12,Priority-Zone,0,0,40,19,1
DLR0004,Tiago,XE,2020-02,2020,2,15,1,12,12,11,10,0,10,8,11,Priority-Zone,0,0,57,37,1
DLR0004,Tiago,XE,2020-03,2020,3,21,1,20,34,31,29,1,8,17,21,Priority-Zone,1,0,76,45,2
DLR0004,Tiago,XE,2020-04,2020,4,3,0,3,5,4,3,0,17,17,20,Priority-Zone,0,0,11,4,0
DLR0004,Tiago,XE,2020-05,2020,5,8,2,7,8,7,6,0,17,16,20,Priority-Zone,0,0,36,15,1
DLR0004,Tiago,XE,2020-06,2020,6,2,0,1,4,3,2,0,16,17,17,Priority-Zone,0,0,8,3,0
DLR0004,Tiago,XE,2020-07,2020,7,7,1,4,3,2,1,0,17,14,16,Priority-Zone,0,0,33,16,0
DLR0004,Tiago,XE,2020-08,2020,8,7,0,6,5,4,3,0,14,11,15,Priority-Zone,0,0,27,16,0
DLR0004,Tiago,XE,2020-09,2020,9,4,0,4,5,4,3,0,11,10,8,Priority-Zone,0,0,16,6,0
DLR0004,Tiago,XE,2020-10,2020,10,14,0,14,16,14,13,3,10,9,21,Priority-Zone,0,0,59,25,1
DLR0004,Tiago,XE,2020-11,2020,11,23,2,24,35,31,29,8,9,14,14,Priority-Zone,1,0,96,41,3
DLR0004,Tiago,XE,2020-12,2020,12,17,1,20,21,20,19,1,14,13,14,Priority-Zone,0,0,74,42,1
DLR0004,Tiago,XE,2021-01,2021,1,7,0,13,13,12,11,3,13,11,7,Priority-Zone,0,0,24,14,1
DLR0004,Tiago,XE,2021-02,2021,2,7,0,11,9,8,7,2,11,7,11,Priority-Zone,0,0,28,16,1
DLR0004,Tiago,XE,2021-03,2021,3,25,3,27,39,34,33,4,7,13,16,Priority-Zone,1,0,80,48,2
DLR0004,Tiago,XE,2021-04,2021,4,14,1,14,14,13,12,1,13,11,14,Priority-Zone,0,0,52,31,0
DLR0004,Tiago,XE,2021-05,2021,5,5,0,5,7,6,5,0,11,11,7,Priority-Zone,0,0,19,8,0
DLR0004,Tiago,XE,2021-06,2021,6,29,3,23,35,31,30,1,11,18,8,Priority-Zone,1,0,124,69,2
DLR0004,Tiago,XE,2021-07,2021,7,18,1,16,15,14,13,2,18,15,8,Priority-Zone,0,0,88,35,1
DLR0004,Tiago,XE,2021-08,2021,8,25,5,31,47,24,22,4,15,6,21,Priority-Zone,0,0,105,57,2
DLR0004,Tiago,XE,2021-09,2021,9,12,1,15,28,26,25,4,6,16,18,Priority-Zone,1,0,53,21,1
DLR0004,Tiago,XE,2021-10,2021,10,30,6,29,40,22,21,4,16,8,20,Priority-Zone,0,0,120,65,2
DLR0004,Tiago,XE,2021-11,2021,11,18,2,15,18,17,16,4,8,9,14,Priority-Zone,0,0,76,34,2
DLR0004,Tiago,XE,2021-12,2021,12,13,0,14,16,15,14,1,9,9,21,Priority-Zone,0,0,40,19,1
DLR0004,Tiago,XE,2022-01,2022,1,9,1,10,12,11,10,0,9,9,17,Priority-Zone,0,0,31,17,0
DLR0004,Tiago,XE,2022-02,2022,2,23,1,19,29,27,26,6,9,16,21,Priority-Zone,1,0,85,47,1
DLR0004,Tiago,XE,2022-03,2022,3,34,8,27,36,23,21,3,16,10,7,Priority-Zone,0,0,134,56,1
DLR0004,Tiago,XE,2022-04,2022,4,23,6,20,25,24,22,6,10,12,16,Priority-Zone,0,0,71,38,1
DLR0004,Tiago,XE,2022-05,2022,5,17,4,13,17,15,14,1,12,13,16,Priority-Zone,0,0,55,33,1
DLR0004,Tiago,XE,2022-06,2022,6,34,9,29,58,25,24,4,13,8,9,Priority-Zone,1,0,120,62,3
DLR0004,Tiago,XE,2022-07,2022,7,16,0,12,13,11,10,2,8,6,13,Priority-Zone,0,0,79,31,1
DLR0004,Tiago,XE,2022-08,2022,8,53,6,30,67,32,30,6,6,6,11,Priority-Zone,1,0,194,103,2
DLR0004,Tiago,XE,2022-09,2022,9,4,0,5,9,8,7,1,6,8,14,Priority-Zone,0,0,15,6,0
DLR0004,Tiago,XE,2022-10,2022,10,29,3,29,49,32,30,1,8,9,18,Priority-Zone,1,0,98,48,3
DLR0004,Tiago,XE,2022-11,2022,11,29,3,33,49,32,30,7,9,6,18,Priority-Zone,1,0,122,68,4
DLR0004,Tiago,XE,2022-12,2022,12,16,0,13,14,12,11,0,6,4,11,Priority-Zone,0,0,56,26,1
DLR0004,Tiago,XE,2023-01,2023,1,11,0,12,17,16,14,3,4,6,20,Priority-Zone,1,0,37,23,0
DLR0004,Tiago,XE,2023-02,2023,2,12,0,11,18,16,15,0,6,10,7,Priority-Zone,0,0,48,23,0
DLR0004,Tiago,XE,2023-03,2023,3,34,4,35,59,33,31,4,10,6,7,Priority-Zone,1,0,102,83,2
DLR0004,Tiago,XE,2023-04,2023,4,13,0,12,12,11,10,0,6,4,13,Priority-Zone,0,0,39,20,1
DLR0004,Tiago,XE,2023-05,2023,5,23,1,17,28,26,24,1,4,11,17,Priority-Zone,1,0,79,53,1
DLR0004,Tiago,XE,2023-06,2023,6,16,1,17,17,16,15,2,11,9,16,Priority-Zone,0,0,49,31,2
DLR0004,Tiago,XE,2023-07,2023,7,15,1,11,13,11,10,1,9,8,8,Priority-Zone,0,0,48,22,1
DLR0004,Tiago,XE,2023-08,2023,8,18,2,24,35,32,29,5,8,13,10,Priority-Zone,1,0,66,31,1
DLR0004,Tiago,XE,2023-09,2023,9,15,1,19,25,24,23,3,13,17,10,Priority-Zone,0,0,69,28,1
DLR0004,Tiago,XE,2023-10,2023,10,45,4,40,62,34,33,1,17,10,13,Priority-Zone,1,0,186,81,5
DLR0004,Tiago,XE,2023-11,2023,11,40,2,35,60,33,31,5,10,6,11,Priority-Zone,1,0,161,74,2
DLR0004,Tiago,XE,2023-12,2023,12,37,3,27,45,31,28,7,6,7,8,Priority-Zone,1,0,132,89,1
DLR0004,Tiago,XM,2020-01,2020,1,21,2,19,22,20,19,4,14,14,9,Priority-Zone,0,0,102,39,1
DLR0004,Tiago,XM,2020-02,2020,2,16,1,16,13,12,11,0,14,9,14,Priority-Zone,0,0,60,30,1
DLR0004,Tiago,XM,2020-03,2020,3,26,2,19,32,26,25,3,9,15,9,Priority-Zone,1,0,82,58,1
DLR0004,Tiago,XM,2020-04,2020,4,9,2,6,7,6,5,0,15,14,19,Priority-Zone,0,0,38,20,0
DLR0004,Tiago,XM,2020-05,2020,5,10,2,8,8,7,6,0,14,12,15,Priority-Zone,0,0,32,15,0
DLR0004,Tiago,XM,2020-06,2020,6,1,0,1,2,1,0,0,12,11,21,Priority-Zone,0,0,3,2,0
DLR0004,Tiago,XM,2020-07,2020,7,5,1,6,9,8,7,0,11,12,8,Priority-Zone,0,0,20,9,0
DLR0004,Tiago,XM,2020-08,2020,8,7,0,9,12,10,9,1,12,12,16,Priority-Zone,0,0,33,11,0
DLR0004,Tiago,XM,2020-09,2020,9,3,0,1,1,0,0,0,12,11,11,Priority-Zone,0,0,11,5,0
DLR0004,Tiago,XM,2020-10,2020,10,21,2,17,17,15,14,3,11,8,19,Priority-Zone,0,0,92,32,1
DLR0004,Tiago,XM,2020-11,2020,11,13,0,16,14,13,12,0,8,4,15,Priority-Zone,0,0,64,24,2
DLR0004,Tiago,XM,2020-12,2020,12,3,0,6,6,5,4,0,4,2,18,Priority-Zone,0,0,9,5,0
DLR0004,Tiago,XM,2021-01,2021,1,21,2,20,28,26,25,0,2,7,7,Priority-Zone,1,0,74,39,2
DLR0004,Tiago,XM,2021-02,2021,2,10,1,13,16,15,13,2,7,7,14,Priority-Zone,0,0,37,20,1
DLR0004,Tiago,XM,2021-03,2021,3,18,2,19,30,27,26,4,7,14,10,Priority-Zone,1,0,69,40,2
DLR0004,Tiago,XM,2021-04,2021,4,22,2,20,23,22,20,4,14,14,15,Priority-Zone,0,0,84,46,2
DLR0004,Tiago,XM,2021-05,2021,5,5,0,7,9,8,7,1,14,14,21,Priority-Zone,0,0,24,10,0
DLR0004,Tiago,XM,2021-06,2021,6,26,2,26,29,27,26,1,14,14,8,Priority-Zone,0,0,115,61,3
DLR0004,Tiago,XM,2021-07,2021,7,12,3,10,15,14,12,3,14,16,18,Priority-Zone,0,0,50,28,0
DLR0004,Tiago,XM,2021-08,2021,8,20,4,17,23,21,19,6,16,18,16,Priority-Zone,0,0,72,47,1
DLR0004,Tiago,XM,2021-09,2021,9,24,5,25,36,21,20,4,18,13,16,Priority-Zone,0,0,111,39,1
DLR0004,Tiago,XM,2021-10,2021,10,17,1,14,16,15,13,0,13,12,14,Priority-Zone,0,0,83,29,1
DLR0004,Tiago,XM,2021-11,2021,11,32,2,32,58,23,21,0,12,1,9,Priority-Zone,1,0,148,64,1
DLR0004,Tiago,XM,2021-12,2021,12,14,3,14,27,21,20,2,1,7,15,Priority-Zone,1,0,42,26,1
DLR0004,Tiago,XM,2022-01,2022,1,23,2,18,26,23,22,6,7,11,21,Priority-Zone,1,0,98,37,1
DLR0004,Tiago,XM,2022-02,2022,2,4,0,6,7,6,5,1,11,10,17,Priority-Zone,0,0,12,7,0
DLR0004,Tiago,XM,2022-03,2022,3,25,1,24,39,26,25,6,10,11,16,Priority-Zone,1,0,87,61,2
DLR0004,Tiago,XM,2022-04,2022,4,7,1,8,12,11,10,0,11,13,11,Priority-Zone,0,0,21,12,0
DLR0004,Tiago,XM,2022-05,2022,5,23,2,20,23,21,19,4,13,12,10,Priority-Zone,0,0,96,44,1
DLR0004,Tiago,XM,2022-06,2022,6,16,1,12,11,10,9,1,12,9,19,Priority-Zone,0,0,69,24,0
DLR0004,Tiago,XM,2022-07,2022,7,16,1,17,19,17,15,4,9,7,7,Priority-Zone,0,0,51,35,2
DLR0004,Tiago,XM,2022-08,2022,8,34,2,23,44,28,25,8,7,9,19,Priority-Zone,1,0,128,65,3
DLR0004,Tiago,XM,2022-09,2022,9,12,1,13,19,17,16,1,9,12,15,Priority-Zone,0,0,46,19,1
DLR0004,Tiago,XM,2022-10,2022,10,20,2,24,30,26,24,7,12,12,9,Priority-Zone,0,0,74,49,2
DLR0004,Tiago,XM,2022-11,2022,11,37,4,34,54,27,25,4,12,3,20,Priority-Zone,1,0,119,84,4
DLR0004,Tiago,XM,2022-12,2022,12,8,1,11,18,17,15,0,3,7,12,Priority-Zone,1,0,30,17,1
DLR0004,Tiago,XM,2023-01,2023,1,13,0,9,8,7,6,0,7,4,8,Priority-Zone,0,0,58,31,0
DLR0004,Tiago,XM,2023-02,2023,2,8,0,12,15,14,13,1,4,5,19,Priority-Zone,1,0,25,15,0
DLR0004,Tiago,XM,2023-03,2023,3,37,3,30,58,28,27,3,5,2,20,Priority-Zone,1,0,116,82,4
DLR0004,Tiago,XM,2023-04,2023,4,33,3,26,42,29,27,2,2,3,19,Priority-Zone,1,0,122,56,3
DLR0004,Tiago,XM,2023-05,2023,5,18,2,15,24,22,20,6,3,8,13,Priority-Zone,1,0,87,39,1
DLR0004,Tiago,XM,2023-06,2023,6,17,1,12,15,14,13,3,8,9,19,Priority-Zone,0,0,73,25,1
DLR0004,Tiago,XM,2023-07,2023,7,6,0,9,10,9,8,2,9,8,19,Priority-Zone,0,0,26,9,0
DLR0004,Tiago,XM,2023-08,2023,8,36,2,33,50,28,26,0,8,1,13,Priority-Zone,1,0,134,69,3
DLR0004,Tiago,XM,2023-09,2023,9,19,1,15,25,24,23,6,1,9,14,Priority-Zone,1,0,79,28,1
DLR0004,Tiago,XM,2023-10,2023,10,26,2,22,32,28,27,2,9,14,7,Priority-Zone,1,0,78,51,1
DLR0004,Tiago,XM,2023-11,2023,11,29,1,27,33,26,25,1,14,12,7,Priority-Zone,0,0,123,58,2
DLR0004,Tiago,XM,2023-12,2023,12,7,0,9,8,7,6,1,12,9,15,Priority-Zone,0,0,33,14,1
DLR0004,Tiago,XZ,2020-01,2020,1,8,0,8,10,9,8,1,13,13,17,Priority-Zone,0,0,33,12,0
DLR0004,Tiago,XZ,2020-02,2020,2,23,2,21,25,24,22,1,13,14,18,Priority-Zone,0,0,109,38,1
DLR0004,Tiago,XZ,2020-03,2020,3,8,0,11,10,9,8,1,14,11,10,Priority-Zone,0,0,35,16,1
DLR0004,Tiago,XZ,2020-04,2020,4,4,1,1,4,3,2,0,11,12,8,Priority-Zone,0,0,12,8,0
DLR0004,Tiago,XZ,2020-05,2020,5,7,1,5,9,8,7,2,12,14,19,Priority-Zone,0,0,33,10,0
DLR0004,Tiago,XZ,2020-06,2020,6,1,0,4,7,6,5,0,14,15,10,Priority-Zone,0,0,3,2,0
DLR0004,Tiago,XZ,2020-07,2020,7,7,1,2,0,0,0,0,15,13,9,Priority-Zone,0,0,28,15,0
DLR0004,Tiago,XZ,2020-08,2020,8,4,0,5,5,4,3,0,13,11,18,Priority-Zone,0,0,13,6,0
DLR0004,Tiago,XZ,2020-09,2020,9,5,0,5,6,5,4,0,11,10,15,Priority-Zone,0,0,15,9,0
DLR0004,Tiago,XZ,2020-10,2020,10,27,3,23,33,30,29,3,10,16,8,Priority-Zone,1,0,103,49,2
DLR0004,Tiago,XZ,2020-11,2020,11,21,2,20,25,24,22,5,16,18,21,Priority-Zone,0,0,75,50,1
DLR0004,Tiago,XZ,2020-12,2020,12,9,0,10,9,8,7,0,18,15,16,Priority-Zone,0,0,35,15,1
DLR0004,Tiago,XZ,2021-01,2021,1,13,0,14,13,12,11,3,15,12,11,Priority-Zone,0,0,54,23,1
DLR0004,Tiago,XZ,2021-02,2021,2,21,1,16,21,19,17,3,12,13,16,Priority-Zone,0,0,64,50,2
DLR0004,Tiago,XZ,2021-03,2021,3,27,1,21,23,21,20,4,13,12,7,Priority-Zone,0,0,87,49,2
DLR0004,Tiago,XZ,2021-04,2021,4,19,2,16,18,16,15,0,12,11,10,Priority-Zone,0,0,78,38,1
DLR0004,Tiago,XZ,2021-05,2021,5,20,1,18,24,23,21,1,11,14,7,Priority-Zone,0,0,73,30,2
DLR0004,Tiago,XZ,2021-06,2021,6,23,1,17,19,18,16,0,14,13,8,Priority-Zone,0,0,102,57,0
DLR0004,Tiago,XZ,2021-07,2021,7,32,4,28,29,27,25,3,13,10,12,Priority-Zone,0,0,137,74,1
DLR0004,Tiago,XZ,2021-08,2021,8,31,3,30,47,43,42,12,10,22,10,Priority-Zone,1,0,145,66,3
DLR0004,Tiago,XZ,2021-09,2021,9,16,1,18,18,16,15,4,22,19,19,Priority-Zone,0,0,70,24,2
DLR0004,Tiago,XZ,2021-10,2021,10,30,2,34,40,38,35,12,19,20,16,Priority-Zone,0,0,115,47,1
DLR0004,Tiago,XZ,2021-11,2021,11,27,5,22,31,29,27,2,20,25,19,Priority-Zone,0,0,117,55,1
DLR0004,Tiago,XZ,2021-12,2021,12,14,3,13,20,18,17,5,25,29,15,Priority-Zone,0,0,49,24,1
DLR0004,Tiago,XZ,2022-01,2022,1,16,1,18,20,19,18,4,29,29,15,Priority-Zone,0,0,57,33,2
DLR0004,Tiago,XZ,2022-02,2022,2,25,2,24,34,31,29,1,29,34,16,Priority-Zone,0,0,114,52,2
DLR0004,Tiago,XZ,2022-03,2022,3,35,2,29,35,32,30,8,34,35,13,Priority-Zone,0,0,136,81,1
